"","X","Id","Title","LocationNormalized","ContractType","ContractTime","Company","Category","SalaryNormalized","SourceName","level"
"1699",3496,58532966," application server developer","Cheshire","full_time","permanent","Migration","IT Jobs",35000,"planetrecruit.com","Mid-Level"
"1700",3497,58532967," android web developer","Merseyside","full_time","permanent","Migration","IT Jobs",45000,"planetrecruit.com","Mid-Level"
"1701",3498,58533052," it audit executive bristol","Avon","full_time","permanent","Absolute Solution Ltd","IT Jobs",35000,"planetrecruit.com","Mid-Level"
"1702",3501,58533376," dsp audio software engineer","Scotland","full_time","permanent","IC Software","IT Jobs",45000,"planetrecruit.com","Mid-Level"
"1703",3502,58533485," embedded controls systems engineer","Leicestershire","full_time","permanent","Executive Recruitment Services","IT Jobs",37000,"planetrecruit.com","Senior"
"1704",3503,58533500," data analyst","London","full_time","permanent","JOBG8","IT Jobs",40000,"planetrecruit.com","Mid-Level"
"1705",3504,58533501," lead qa engineer","London","full_time","permanent","JOBG8","IT Jobs",60000,"planetrecruit.com","Senior"
"1706",3505,58533525," epm consultants enterprise performance management","London","full_time","permanent","JOBG8","IT Jobs",95000,"planetrecruit.com","Mid-Level"
"1707",3508,58573524," machine tool service engineers","Derby","","permanent","Barker Ross Technical","Engineering Jobs",30000,"totaljobs.com","Mid-Level"
"1708",3511,58587929," cost accountant","Alton","","permanent","","Manufacturing Jobs",30000,"hays.co.uk","Mid-Level"
"1709",3512,58649115," graduate","Oxford","","permanent","MatchBox Recruiting Ltd","Engineering Jobs",30000,"cv-library.co.uk","Junior"
"1710",3513,58649388," manual borer","Huddersfield","","permanent","The Works Uk Ltd","Engineering Jobs",21120,"cv-library.co.uk","Mid-Level"
"1711",3514,58649494," supervisor storeman aerospace","UK","","permanent","Soloman","Engineering Jobs",21750,"cv-library.co.uk","Mid-Level"
"1712",3515,58649706," electrical maintenance trainer","Maidstone","","permanent","MatchBox Recruiting Ltd","Engineering Jobs",26500,"cv-library.co.uk","Mid-Level"
"1713",3516,58650026," office manager","Bedfordshire","full_time","permanent","Placing Leaders Ltd","Trade & Construction Jobs",35000,"thecareerengineer.com","Senior"
"1714",3518,58650226," ft custody nurse","Hampshire","full_time","permanent","JOBG8","Scientific & QA Jobs",33000,"thecareerengineer.com","Mid-Level"
"1715",3519,58650243," fy contracts fme in ","Cambridgeshire","full_time","permanent","JOBG8","Scientific & QA Jobs",55000,"thecareerengineer.com","Mid-Level"
"1716",3520,58650246," clinical lead hospital at home nurse","Hampshire","full_time","permanent","JOBG8","Scientific & QA Jobs",44000,"thecareerengineer.com","Senior"
"1717",3521,58650291," product assurance manager","Somerset","full_time","permanent","JOBG8","Engineering Jobs",54000,"thecareerengineer.com","Senior"
"1718",3522,58650297," audes invenr mechanical design engineer","Oxfordshire","full_time","permanent","JOBG8","Engineering Jobs",35000,"thecareerengineer.com","Mid-Level"
"1719",3523,58650299," quality conformance engineer","Surrey","full_time","permanent","JOBG8","Engineering Jobs",27000,"thecareerengineer.com","Mid-Level"
"1720",3524,58650328," nhs band 5 staff nurse","Kent","full_time","permanent","JOBG8","Scientific & QA Jobs",28000,"thecareerengineer.com","Mid-Level"
"1721",3525,58650330," clinical or forensic psychologist","Northamptonshire","full_time","permanent","JOBG8","Scientific & QA Jobs",56420,"thecareerengineer.com","Mid-Level"
"1722",3526,58650340," audiologist","Devon","full_time","permanent","JOBG8","Scientific & QA Jobs",25000,"thecareerengineer.com","Mid-Level"
"1723",3527,58650342," rgn disability analyst","Kent","full_time","permanent","JOBG8","Scientific & QA Jobs",32000,"thecareerengineer.com","Mid-Level"
"1724",3530,58650396," occupational therapist national coverage","Northamptonshire","full_time","permanent","JOBG8","Scientific & QA Jobs",34000,"thecareerengineer.com","Mid-Level"
"1725",3531,58650419," quantity surveyor utilitiesseniormanaging","Devon","full_time","permanent","JOBG8","Trade & Construction Jobs",40000,"thecareerengineer.com","Senior"
"1726",3532,58651845," portfolio manager","Belfast","full_time","permanent","Hays Specialist Recruitment","Accounting & Finance Jobs",55000,"nijobfinder.co.uk","Senior"
"1727",3536,58663395," pastry commis chef for banqueting restaurant role","Hertfordshire","","","Clear Selection","Hospitality & Catering Jobs",14000,"jobs.catererandhotelkeeper.com","Senior"
"1728",3539,58676385," c software developer","Belfast","","permanent","ARRAY","HR & Recruitment Jobs",25000,"recruitni.com","Mid-Level"
"1729",3540,58683598," designer – young ladies fashion","North West London","","permanent","Dune Recruitment","Retail Jobs",25000,"retailchoice.com","Mid-Level"
"1730",3541,58683733," field sales territory manager","Faversham","","permanent","MatchBox Recruiting Ltd","Sales Jobs",45000,"cv-library.co.uk","Senior"
"1731",3542,58687478," lead tenderbids manager","Northamptonshire","full_time","permanent","JOBG8","Sales Jobs",40000,"hotrecruit.com","Senior"
"1732",3543,58687479," german lead generationprospecting executives","London","full_time","permanent","JOBG8","Sales Jobs",30000,"hotrecruit.com","Senior"
"1733",3544,58687484," head of mobile marketing social media","Cheshire","full_time","permanent","JOBG8","Sales Jobs",55000,"hotrecruit.com","Senior"
"1734",3545,58687516," ppc managerecommercemanchester","Lancashire","full_time","permanent","JOBG8","Sales Jobs",50000,"hotrecruit.com","Senior"
"1735",3546,58687517," customer services and support manager","Nottinghamshire","full_time","permanent","JOBG8","Customer Services Jobs",40000,"hotrecruit.com","Senior"
"1736",3548,58708083," chef de partie top quality brasserie dining two aa rosette level","Buckinghamshire","","","Chef Results","Hospitality & Catering Jobs",18000,"caterer.com","Senior"
"1737",3549,58728111," abi rgn or rnld nurse","Leicestershire","","","","Healthcare & Nursing Jobs",24500,"careworx.co.uk","Mid-Level"
"1738",3551,58728115," rmnrnld nurse","Leicestershire","","","","Healthcare & Nursing Jobs",24960,"careworx.co.uk","Mid-Level"
"1739",3552,58728120," qswolder persons mental health","Wales","","","","Healthcare & Nursing Jobs",40320,"careworx.co.uk","Mid-Level"
"1740",3553,58728121," rnldrmn nurse","Derbyshire","","","","Healthcare & Nursing Jobs",24960,"careworx.co.uk","Mid-Level"
"1741",3554,58728125," care and support workers","Hertfordshire","","","","Healthcare & Nursing Jobs",13694,"careworx.co.uk","Mid-Level"
"1742",3558,58728146," band 6 occupational therapist part time","Wales","","","","Healthcare & Nursing Jobs",44160,"careworx.co.uk","Mid-Level"
"1743",3560,58728157," clinic team leader","North London","full_time","","","Healthcare & Nursing Jobs",45000,"careworx.co.uk","Senior"
"1744",3562,58728181," skiing and working as a band 7 pharmacist","UK","","","","Healthcare & Nursing Jobs",55680,"careworx.co.uk","Mid-Level"
"1745",3567,58753154," technical solutions manager","Bristol","full_time","permanent","EMO","PR, Advertising & Marketing Jobs",40000,"Brand Republic Jobs","Senior"
"1746",3568,58759043," power electronics engs satellitespacecraft","Hertfordshire","full_time","contract","OCC Computer Personnel  Ltd ","IT Jobs",78000,"planetrecruit.com","Mid-Level"
"1747",3570,58759123," helpdesk desktop support analystexcel word powerpoint access outlook","London","full_time","permanent","Information Technology Services","IT Jobs",23000,"planetrecruit.com","Mid-Level"
"1748",3571,58759126," it helpdesk desktop support analyst","London","full_time","permanent","Information Technology Services","IT Jobs",33500,"planetrecruit.com","Mid-Level"
"1749",3572,58759279," noc shift team leader twentyfourseven","London","full_time","permanent","JOBG8","IT Jobs",40000,"planetrecruit.com","Senior"
"1750",3573,58759306," pega consultants","London","full_time","permanent","JOBG8","IT Jobs",85000,"planetrecruit.com","Mid-Level"
"1751",3574,58759307," web digital technology consultants","London","full_time","permanent","JOBG8","IT Jobs",84500,"planetrecruit.com","Mid-Level"
"1752",3575,58759308," enterprise mobility consultants","London","full_time","permanent","JOBG8","IT Jobs",100000,"planetrecruit.com","Mid-Level"
"1753",3576,58759309," workday human capital management hcm consultants and managers","London","full_time","permanent","JOBG8","IT Jobs",80000,"planetrecruit.com","Senior"
"1754",3577,58805157," engineering geologist","UK","","permanent","121 International Recruitment Limited","Engineering Jobs",50000,"totaljobs.com","Mid-Level"
"1755",3578,58805235," manufacturing maintenance engineer","South East London","","permanent","Executive Facilities Technology","Engineering Jobs",26000,"totaljobs.com","Mid-Level"
"1756",3579,58805598," electrical cad engineer","Accrington","","permanent","Support Services Group","Engineering Jobs",21000,"totaljobs.com","Mid-Level"
"1757",3580,58818962," net software engineer","UK","","permanent","","IT Jobs",25000,"theitjobboard.co.uk","Mid-Level"
"1758",3581,58818984," head of development java move to hamburg to k","London","","permanent","","IT Jobs",37500,"theitjobboard.co.uk","Senior"
"1759",3583,58869805," cmm inspector","Newcastle Upon Tyne","","permanent","Asset Appointments","Engineering Jobs",30000,"cv-library.co.uk","Mid-Level"
"1760",3584,58869891," centre lathe turnersupervisor","Bradford","","permanent","The Works Uk Ltd","Engineering Jobs",21250,"cv-library.co.uk","Mid-Level"
"1761",3585,58870209," discipline engineers ck","Marton-In-Cleveland","full_time","permanent","Support Services Group ","Engineering Jobs",50000,"thecareerengineer.com","Mid-Level"
"1762",3586,58871399," quantity surveyor","Northern Ireland","full_time","permanent","Hays Specialist Recruitment","Engineering Jobs",35000,"nijobfinder.co.uk","Mid-Level"
"1763",3588,58879965," russian speaking language testers required at sega europe","UK","","contract","Sega","Other/General Jobs",30000,"Multilingualvacancies","Mid-Level"
"1764",3589,58879968," swedish speaking language testers required at sega europe","UK","","contract","Sega","Other/General Jobs",30000,"Multilingualvacancies","Mid-Level"
"1765",3590,58879969," german speaking language testers required at sega europe","UK","","contract","Sega","Other/General Jobs",30000,"Multilingualvacancies","Mid-Level"
"1766",3591,58880011," dutch speaking customer service","UK","","permanent","Recruitment Direct","Customer Services Jobs",23500,"Multilingualvacancies","Mid-Level"
"1767",3592,58882352," principal process simulation engineer","Epsom","","permanent","","Energy, Oil & Gas Jobs",75000,"hays.co.uk","Mid-Level"
"1768",3594,58891869," midsenior bus dev manager","Belfast","","permanent","ARRAY","HR & Recruitment Jobs",55000,"recruitni.com","Senior"
"1769",3597,58892232," solution architect c","Belfast","","permanent","ARRAY","HR & Recruitment Jobs",42500,"recruitni.com","Mid-Level"
"1770",3600,58906900," creative geography teacher","South West London","","contract","Remedy Recruitment Group Ltd","Teaching Jobs",33000,"cv-library.co.uk","Mid-Level"
"1771",3606,58909047," german speaking sales administrator","Faversham","","permanent","MatchBox Recruiting Ltd","Admin Jobs",22500,"cv-library.co.uk","Mid-Level"
"1772",3607,58917428," chef de partie –  aa rosettes – live in","UK","","","Taste Hospitality Recruitment Ltd","Hospitality & Catering Jobs",18000,"caterer.com","Senior"
"1773",3608,58918655," sous chef award winning hotel good company benefits","Cheshire","","","Chef Results","Hospitality & Catering Jobs",18000,"caterer.com","Senior"
"1774",3609,58918729," chef de partie brasserie new opening","UK","","","Gold Leaf Recruitment","Hospitality & Catering Jobs",19000,"caterer.com","Senior"
"1775",3610,58933981," domiciliary home care workers","Brent Cross","part_time","","","Healthcare & Nursing Jobs",12960,"careworx.co.uk","Mid-Level"
"1776",3615,58935098," sales ledger clerk","Northamptonshire","full_time","permanent","JOBG8","Accounting & Finance Jobs",17500,"jobsfinancial.com","Mid-Level"
"1777",3617,58936601," qualified socialn worker","Truro","","","","Healthcare & Nursing Jobs",42240,"careworx.co.uk","Mid-Level"
"1778",3620,58936611," rgnrmnrnld abineuro nurse","Derbyshire","","","","Healthcare & Nursing Jobs",24960,"careworx.co.uk","Mid-Level"
"1779",3622,58936649," care assistants south gloucester","UK","","","","Healthcare & Nursing Jobs",14500,"careworx.co.uk","Mid-Level"
"1780",3623,58936650," part time iro permanent gwent","Wales","","","","Healthcare & Nursing Jobs",35877,"careworx.co.uk","Mid-Level"
"1781",3625,58936654," gmc registered doctor gp ","London","","","","Healthcare & Nursing Jobs",43500,"careworx.co.uk","Mid-Level"
"1782",3628,58936668," rmn llangollen daysnights","Llandaff North","","","","Healthcare & Nursing Jobs",22464,"careworx.co.uk","Mid-Level"
"1783",3630,58936692," part time staff nurse","Wolverhampton","","","","Healthcare & Nursing Jobs",23040,"careworx.co.uk","Mid-Level"
"1784",3631,58936693," home care assistant care assistant care worker","Newcastle Upon Tyne","","","","Healthcare & Nursing Jobs",13900,"careworx.co.uk","Senior"
"1785",3634,58936905," sen review officer","Barnsley","","","","Healthcare & Nursing Jobs",35520,"careworx.co.uk","Mid-Level"
"1786",3635,58936908," x care officers","East Riding","","","","Healthcare & Nursing Jobs",22080,"careworx.co.uk","Senior"
"1787",3636,58936909," qualified social workers child protection","South Yorkshire","","","","Healthcare & Nursing Jobs",42240,"careworx.co.uk","Mid-Level"
"1788",3643,58936948," case","West Midlands","","","","Healthcare & Nursing Jobs",30500,"careworx.co.uk","Senior"
"1789",3645,58936958," business contract manager","Maidstone","","","","Healthcare & Nursing Jobs",36480,"careworx.co.uk","Senior"
"1790",3649,58966447," businesstechnical analyst","Kent","full_time","contract","SKYE Recruit","IT Jobs",81000,"planetrecruit.com","Mid-Level"
"1791",3650,58966479," hardware design engineer","South Lanarkshire","full_time","permanent","P&C Recruitment Ltd","IT Jobs",40500,"planetrecruit.com","Senior"
"1792",3652,58966529," helpdesk analyst","London","full_time","permanent","Information Technology Services","IT Jobs",30000,"planetrecruit.com","Mid-Level"
"1793",3653,58966596," account mnger","South East London","full_time","permanent","PeopleCom Ltd","IT Jobs",50000,"planetrecruit.com","Senior"
"1794",3655,58966615," graphics software engineer","London","full_time","permanent","IC Software","IT Jobs",41500,"planetrecruit.com","Mid-Level"
"1795",3656,58996098," deputy store manager","Derry","full_time","permanent","Grafton Recruitment   NI","Retail Jobs",15000,"nijobfinder.co.uk","Senior"
"1796",3658,58996118," insurance sales sell products that save people money","UK","full_time","permanent","Staff Source Ltd","Retail Jobs",20000,"nijobfinder.co.uk","Mid-Level"
"1797",3660,58997011," ra labelling executive","London","","contract","","Scientific & QA Jobs",96000,"hays.co.uk","Mid-Level"
"1798",3661,58997868," client services associate","London","","","Not disclosed","Accounting & Finance Jobs",23750,"eFinancialCareers","Mid-Level"
"1799",3666,59103909," estimator","UK","","permanent","First Personnel Services plc","Engineering Jobs",32500,"totaljobs.com","Mid-Level"
"1800",3667,59104037," night shift production manager","Northamptonshire","","permanent","Citizen Recruitment","Engineering Jobs",45000,"totaljobs.com","Senior"
"1801",3668,59104041," product technologist –  –","Northamptonshire","","permanent","Citizen Recruitment","Engineering Jobs",25000,"totaljobs.com","Mid-Level"
"1802",3669,59104048," shift manager","Northamptonshire","","permanent","Citizen Recruitment","Engineering Jobs",33500,"totaljobs.com","Senior"
"1803",3670,59104052," production team leader – ","Northamptonshire","","permanent","Citizen Recruitment","Engineering Jobs",33500,"totaljobs.com","Senior"
"1804",3671,59104064," qa manager","Northamptonshire","","permanent","Citizen Recruitment","Engineering Jobs",38000,"totaljobs.com","Senior"
"1805",3672,59104070," packaging manager","Northamptonshire","","permanent","Citizen Recruitment","Engineering Jobs",30000,"totaljobs.com","Senior"
"1806",3673,59104296," electrical team leader","East Sussex","","permanent","React Recruitment","Engineering Jobs",30000,"totaljobs.com","Senior"
"1807",3674,59104486," building services cad coordinator","South East London","","permanent","3 Point Resourcing","Engineering Jobs",33000,"totaljobs.com","Mid-Level"
"1808",3675,59104707," product approvals and legislation engineer","Havant","","permanent","The Workshop","Engineering Jobs",35000,"totaljobs.com","Mid-Level"
"1809",3677,59105056," cnc miller turner programmer operator setter","UK","","permanent","Barker Ross Technical","Engineering Jobs",20640,"totaljobs.com","Mid-Level"
"1810",3678,59106234," chef de partie michelin star  ","North Yorkshire","","permanent","Taste Hospitality Recruitment","Travel Jobs",18000,"totaljobs.com","Senior"
"1811",3680,59107148," sous chef  aa rosettes","Cheshire","","permanent","Taste Hospitality Recruitment","Travel Jobs",18000,"totaljobs.com","Senior"
"1812",3683,59108836," hydraulics engineer","Grantham","","permanent","Blenheim Mason","Engineering Jobs",40000,"totaljobs.com","Mid-Level"
"1813",3685,59111015," intermediate mechanical design engineer","UK","","permanent","Anglo Technical Recruitment","Engineering Jobs",32500,"totaljobs.com","Mid-Level"
"1814",3687,59111909," lead operation engineer","UK","","permanent","Gem Partnership","Engineering Jobs",42500,"totaljobs.com","Senior"
"1815",3688,59112003," structural engineer","Christchurch","","permanent","Green Stone Search & Selection","Engineering Jobs",57500,"totaljobs.com","Mid-Level"
"1816",3689,59124468," plant fitter technician birmingham","West Midlands","full_time","permanent","Excel Technical Resourcing Solutions Ltd","Engineering Jobs",28000,"thecareerengineer.com","Mid-Level"
"1817",3692,59124601," mechanical technician","Oxfordshire","full_time","contract","Intec Recruitment Services Limited","Engineering Jobs",25920,"thecareerengineer.com","Mid-Level"
"1818",3693,59124763," legionella risk assessorconsultant north east","Newcastle Upon Tyne","full_time","permanent","JOBG8","Scientific & QA Jobs",28000,"thecareerengineer.com","Mid-Level"
"1819",3695,59134900," technical services engineer","Cheshire","full_time","permanent","OCC Computer Personnel  Ltd ","IT Jobs",25000,"planetrecruit.com","Mid-Level"
"1820",3697,59134915," embedded dsp development videoimaging","UK","full_time","permanent","IC Software","IT Jobs",40000,"planetrecruit.com","Mid-Level"
"1821",3698,59134917," ftware engineer","Hertfordshire","full_time","permanent","IC Software","IT Jobs",39000,"planetrecruit.com","Mid-Level"
"1822",3699,59134919," systemc c software verification of socs","South West London","full_time","permanent","IC Software","IT Jobs",45000,"planetrecruit.com","Mid-Level"
"1823",3700,59134927," graphics embedded engineer","Hertfordshire","full_time","permanent","IC Software","IT Jobs",42500,"planetrecruit.com","Mid-Level"
"1824",3703,59135091," embedded engineer","Isle Of Wight","full_time","permanent","IC Software","IT Jobs",55000,"planetrecruit.com","Senior"
"1825",3704,59135102," compiler developer","Buckinghamshire","full_time","permanent","IC Software","IT Jobs",45000,"planetrecruit.com","Mid-Level"
"1826",3705,59135110," gpu software engineer","Cambridgeshire","full_time","permanent","IC Software","IT Jobs",45000,"planetrecruit.com","Mid-Level"
"1827",3707,59135121," kernel software engineer","Berkshire","full_time","permanent","IC Software","IT Jobs",55000,"planetrecruit.com","Mid-Level"
"1828",3708,59135131," linux kernel drivers c x cambridge","Cambridgeshire","full_time","permanent","IC Software","IT Jobs",51000,"planetrecruit.com","Mid-Level"
"1829",3712,59135150," microsoft crm expert bristol","Avon","full_time","permanent","OCC Computer Personnel  Ltd ","IT Jobs",32500,"planetrecruit.com","Mid-Level"
"1830",3716,59135778," rgnrmns urgently needed in   perm ft ph urgent","Brierley Hill","full_time","","","Healthcare & Nursing Jobs",24000,"careworx.co.uk","Mid-Level"
"1831",3720,59135800," care assistant stockton on ","Stockton-On-Tees","","","","Healthcare & Nursing Jobs",15360,"careworx.co.uk","Senior"
"1832",3724,59180964," lead piping engineer","Brentford","","permanent","","Engineering Jobs",75000,"hays.co.uk","Senior"
"1833",3725,59194158," chef de partie high quality venue modern cooking live in","London","","","Chef Results","Hospitality & Catering Jobs",16000,"jobs.catererandhotelkeeper.com","Senior"
"1834",3726,59212266," import merchandiser","North West London","","permanent","Dune Recruitment","Retail Jobs",22500,"retailchoice.com","Mid-Level"
"1835",3727,59214910," commercial paralegal","Watford","","permanent","","Travel Jobs",30000,"hays.co.uk","Mid-Level"
"1836",3729,59224328," chef de partie high end pub restaurant modern british dining","Oxfordshire","","","Chef Results","Hospitality & Catering Jobs",20000,"caterer.com","Senior"
"1837",3730,59224647," sous chef multioutlet hotel fine dining banqueting","Hampshire","","","Chef Results","Hospitality & Catering Jobs",26000,"caterer.com","Senior"
"1838",3732,59224697," sous chef required  up to","UK","","","Clear Selection","Hospitality & Catering Jobs",25000,"caterer.com","Senior"
"1839",3733,59231008," implementation analyst","Lancashire","full_time","permanent","JOBG8","Accounting & Finance Jobs",30000,"jobsfinancial.com","Mid-Level"
"1840",3734,59231017," customer services manager","Belfast","full_time","permanent","VanRath Accountancy","Accounting & Finance Jobs",65000,"nijobfinder.co.uk","Senior"
"1841",3735,59231036," brokerdealer","Somerset","full_time","permanent","JOBG8","Accounting & Finance Jobs",25000,"jobsfinancial.com","Mid-Level"
"1842",3736,59231037," internal audit manager","Berkshire","full_time","permanent","JOBG8","Accounting & Finance Jobs",60000,"jobsfinancial.com","Senior"
"1843",3738,59239389," digital marketing exec","London","full_time","permanent","JOBG8","Sales Jobs",45000,"hotrecruit.com","Mid-Level"
"1844",3740,59245398," accounts receivable specialist temporary","UK","","contract","ARRAY","HR & Recruitment Jobs",18000,"recruitni.com","Mid-Level"
"1845",3741,59245399," accounts receivable credit specialist","UK","","permanent","ARRAY","HR & Recruitment Jobs",18000,"recruitni.com","Mid-Level"
"1846",3742,59245407," facitilies","Belfast","","contract","ARRAY","HR & Recruitment Jobs",35000,"recruitni.com","Senior"
"1847",3743,59245416," property manager","Belfast","","permanent","ARRAY","HR & Recruitment Jobs",27500,"recruitni.com","Senior"
"1848",3744,59245418," java contract 12 months","Belfast","","contract","ARRAY","HR & Recruitment Jobs",84000,"recruitni.com","Senior"
"1849",3745,59245419," quantiy surveyor housing newbuild","Belfast","","contract","ARRAY","HR & Recruitment Jobs",24000,"recruitni.com","Mid-Level"
"1850",3747,59264248," group financial controller","The City","","permanent","","Legal Jobs",100000,"hays.co.uk","Mid-Level"
"1851",3748,59288173," upholsterer","UK","","contract","The Works Staffing Solutions","Manufacturing Jobs",13920,"cv-library.co.uk","Mid-Level"
"1852",3749,59323279," portfolio director","UK","","","Brooks Financial Resources Limited","Accounting & Finance Jobs",21500,"juniorbroker.com","Mid-Level"
"1853",3750,59323280," broker closer","UK","","","Brooks Financial Resources Limited","Accounting & Finance Jobs",21500,"juniorbroker.com","Senior"
"1854",3753,59374639," home managerlearning disabilities","Somerset","","","","Healthcare & Nursing Jobs",28000,"careworx.co.uk","Senior"
"1855",3758,59374646," charge nursesenior sister","Kilmarnock","full_time","","","Healthcare & Nursing Jobs",24864,"careworx.co.uk","Senior"
"1856",3760,59459341," michelin head chef","Berkshire","","","Clear Selection","Hospitality & Catering Jobs",30000,"jobs.catererandhotelkeeper.com","Senior"
"1857",3761,59459417," sous chef fresh food pub restaurant share of tips","South Yorkshire","","","Chef Results","Hospitality & Catering Jobs",18000,"jobs.catererandhotelkeeper.com","Senior"
"1858",3762,59461160," chef de partie  aa rosettes live in","Shropshire","","","Taste Hospitality Recruitment Ltd","Hospitality & Catering Jobs",15000,"jobs.catererandhotelkeeper.com","Senior"
"1859",3764,59500062," chief engineer","UK","","permanent","ARRAY","HR & Recruitment Jobs",42500,"recruitni.com","Mid-Level"
"1860",3765,59551155," deputy general manager","London","","permanent","Morgan Jones Recruitment Consultants","Hospitality & Catering Jobs",45000,"cv-library.co.uk","Senior"
"1861",3767,59602366," occupational therapist nw ","London","full_time","permanent","JOBG8","Scientific & QA Jobs",31000,"thecareerengineer.com","Mid-Level"
"1862",3769,59602401," nurses with a e experience","Derbyshire","full_time","permanent","JOBG8","Scientific & QA Jobs",33500,"thecareerengineer.com","Mid-Level"
"1863",3771,59661963," duty manager","Belfast","full_time","permanent","Hays Specialist Recruitment","Retail Jobs",20000,"nijobfinder.co.uk","Senior"
"1864",3772,59667865," draughtsperson","UK","","permanent","Recruitment 4 U","Engineering Jobs",22500,"cv-library.co.uk","Mid-Level"
"1865",3773,59668599," csr technical electrical design engineer","UK","","permanent","ARRAY","HR & Recruitment Jobs",35000,"recruitni.com","Mid-Level"
"1866",3774,59668600," csr technical mechanical design engineer","UK","","permanent","ARRAY","HR & Recruitment Jobs",35000,"recruitni.com","Mid-Level"
"1867",3775,59708733," principal analyst","Birmingham","","permanent","Solar Selection Ltd","Accounting & Finance Jobs",37500,"cv-library.co.uk","Mid-Level"
"1868",3776,59709245," prestige vehicle polisher asap","UK","","contract","Arctics Limited T/A Igloo","Other/General Jobs",21120,"cv-library.co.uk","Mid-Level"
"1869",3777,59709614," demi chef de partie","UK","","permanent","Wizard Recruitment","Hospitality & Catering Jobs",16500,"cv-library.co.uk","Senior"
"1870",3778,59709632," breakfast chef","UK","","permanent","Adecco","Hospitality & Catering Jobs",15000,"cv-library.co.uk","Senior"
"1871",3782,59710788," hygiene supervisor manager","Wiltshire","","permanent","Magenta International","Manufacturing Jobs",25000,"cv-library.co.uk","Senior"
"1872",3783,59711782," fluent norwegian customer support","Berkshire","","permanent","Euro London Appointments","Customer Services Jobs",10000,"Multilingualvacancies","Mid-Level"
"1873",3785,59743976," emea payroll clerk","Camberley","","permanent","","Accounting & Finance Jobs",30000,"hays.co.uk","Mid-Level"
"1874",3789,59788305," mental health support worker","Woking","","","","Healthcare & Nursing Jobs",15000,"careworx.co.uk","Mid-Level"
"1875",3790,59788309," team leader domiciliaryhomecare","Bristol","","","","Healthcare & Nursing Jobs",15000,"careworx.co.uk","Senior"
"1876",3791,59788312," anp’s wanted for weekend shifts hr  coast ongoing","Norfolk","","","","Healthcare & Nursing Jobs",76800,"careworx.co.uk","Mid-Level"
"1877",3793,59788320," lucrative agency work for emergency nurse","Gloucestershire","","","","Healthcare & Nursing Jobs",81600,"careworx.co.uk","Mid-Level"
"1878",3797,59788339," field care supervisor ","Winchester","part_time","","","Healthcare & Nursing Jobs",7680,"careworx.co.uk","Mid-Level"
"1879",3799,59788341," registered night nurse","Stoke-On-Trent","full_time","","","Healthcare & Nursing Jobs",25000,"careworx.co.uk","Mid-Level"
"1880",3801,59788347," social work assistant adults services","Wales","","","","Healthcare & Nursing Jobs",25920,"careworx.co.uk","Mid-Level"
"1881",3802,59788348," sheltered scheme manager","Kent","","","","Healthcare & Nursing Jobs",12480,"careworx.co.uk","Senior"
"1882",3803,59788353," treatment centre manager","Leatherhead","","","","Healthcare & Nursing Jobs",42411,"careworx.co.uk","Senior"
"1883",3804,59788355," occupational therapist rehab","Lancashire","","","","Healthcare & Nursing Jobs",47040,"careworx.co.uk","Mid-Level"
"1884",3811,59788390," ward sister in patients","Kettering","full_time","","","Healthcare & Nursing Jobs",29500,"careworx.co.uk","Mid-Level"
"1885",3819,59789441," telesales b2b software","Surrey","","permanent","Gregory Martin International","Sales Jobs",17500,"cv-library.co.uk","Mid-Level"
"1886",3820,59819252," chef de partie food led garo pub  ","UK","","","Clear Selection","Hospitality & Catering Jobs",16000,"caterer.com","Senior"
"1887",3821,59826156," business director","London","full_time","permanent","JOBG8","Sales Jobs",90000,"hotrecruit.com","Mid-Level"
"1888",3822,59826163," new business telesales executives","West Yorkshire","full_time","permanent","Trinity Mirror Plc","Creative & Design Jobs",26000,"hotrecruit.com","Mid-Level"
"1889",3823,59834708," mechanical fitter","Bradford","","permanent","Network Employment Consultancy","Engineering Jobs",25500,"cv-library.co.uk","Mid-Level"
"1890",3825,59835090," systems accountantproject manager","Belfast","","contract","ARRAY","HR & Recruitment Jobs",43500,"recruitni.com","Senior"
"1891",3828,59835097," graduate technical innovators","Belfast","","permanent","ARRAY","HR & Recruitment Jobs",22500,"recruitni.com","Mid-Level"
"1892",3829,59835310," customer support exec in derry learning pool","London","","permanent","ARRAY","HR & Recruitment Jobs",16500,"recruitni.com","Mid-Level"
"1893",3830,59835311," content dev coordinator in derry learning pool","London","","permanent","ARRAY","HR & Recruitment Jobs",17000,"recruitni.com","Mid-Level"
"1894",3831,59835315," systems tester in derry learning pool","London","","permanent","ARRAY","HR & Recruitment Jobs",25000,"recruitni.com","Mid-Level"
"1895",3834,59863366," procurement category manager","Surrey","","permanent","","Healthcare & Nursing Jobs",35308,"hays.co.uk","Senior"
"1896",3835,59864871," hgv technician inverness","UK","full_time","permanent","Excel Technical Resourcing Solutions Ltd","Other/General Jobs",22560,"jobsinsocialwork.co.uk","Mid-Level"
"1897",3836,59864872," workshop controller milton keynes","Buckinghamshire","full_time","permanent","Excel Technical Resourcing Solutions Ltd","Other/General Jobs",29500,"jobsinsocialwork.co.uk","Mid-Level"
"1898",3837,59864884," commercial coach builder loughborough","Leicestershire","full_time","permanent","Excel Technical Resourcing Solutions Ltd","Other/General Jobs",17280,"jobsinsocialwork.co.uk","Mid-Level"
